Compound_Name,10863.107.1.a,10863.107.2,10863.107.3,10863.107.5,10863.107.7,10863.107.8,10863.146.1.a,10863.146.1.b,10863.146.2,10863.146.3,10863.146.4,10863.146.5,10863.146.6,10863.146.7,10863.146.8,10863.146.9,10863.148.1.a,10863.148.1.b,10863.148.2,10863.148.3,10863.148.4,10863.148.5,10863.148.6,10863.148.7,10863.148.8,10863.148.9,10863.157.1.a,10863.157.1.b,10863.157.2,10863.157.3,10863.157.4,10863.157.5,10863.157.6,10863.157.7,10863.157.8,10863.157.9,10863.178.1.a,10863.178.1.b,10863.178.2,10863.178.3,10863.178.4,10863.178.5,10863.178.6,10863.178.7,10863.178.8,10863.178.9,10863.179.1.b,10863.179.2,10863.179.3,10863.179.4,10863.179.5,10863.179.6,10863.179.7,10863.179.8,10863.179.9,10863.187.1.a,10863.187.1.b,10863.187.2,10863.187.3,10863.187.4,10863.187.5,10863.187.6,10863.187.8,10863.187.9,10863.228.1.a,10863.228.1.b,10863.228.2,10863.228.3,10863.228.4,10863.228.5,10863.228.6,10863.228.7,10863.228.8,10863.228.9,10863.243.1.a,10863.243.1.b,10863.243.2,10863.243.3,10863.243.4,10863.243.5,10863.243.6,10863.243.7.BLANK,10863.243.8,10863.243.9,10863.259.1.a,10863.259.1.b,10863.259.2,10863.259.3,10863.259.4,10863.259.5,10863.259.6,10863.259.7,10863.259.8,10863.259.9,10863.272.1.a,10863.272.1.b,10863.272.2,10863.272.3,10863.272.4,10863.272.5,10863.272.6,10863.272.7,10863.272.8,10863.272.9,10863.328.1.a,10863.328.1.b,10863.328.2,10863.328.3,10863.328.4,10863.328.5,10863.328.6,10863.328.7,10863.328.8,10863.328.9,10863.34.1.a,10863.34.1.b,10863.34.2,10863.34.3,10863.34.4,10863.34.6,10863.34.7,10863.34.8,10863.34.9,10863.348.1.a,10863.348.1.b,10863.348.2,10863.348.3,10863.348.4,10863.348.5,10863.348.6,10863.348.7,10863.348.8,10863.348.9,10863.350.1.a,10863.350.1.b,10863.350.2,10863.350.3,10863.350.4,10863.350.5,10863.350.6,10863.350.7,10863.350.8,10863.350.9,10863.353.1.a,10863.353.1.b,10863.353.2,10863.353.3,10863.353.4,10863.353.5,10863.353.6,10863.353.7,10863.353.8,10863.353.9,10863.49.1.a,10863.49.1.b,10863.49.2,10863.49.3,10863.49.4,10863.49.5,10863.49.6,10863.49.7,10863.49.8,10863.49.9,10863.69.1.a,10863.69.1.b,10863.69.2,10863.69.3,10863.69.4,10863.69.6,10863.69.7,10863.69.8,10863.69.9
1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol),0.0,55171.0,0.0,0.0,0.0,0.0,44146.0,44146.0,0.0,71425.0,272460.0,270852.0,167934.0,173268.0,53061.0,186590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53870.0,103739.0,106897.0,0.0,0.0,0.0,0.0,53527.0,44643.0,139990.0,0.0,57084.0,118059.0,134562.0,0.0,0.0,69103.0,0.0,45388.0,115717.0,80855.0,172313.0,180616.0,0.0,0.0,0.0,0.0,0.0,90457.0,68293.0,194479.0,146552.0,102498.0,102498.0,444131.0,213562.0,31805.0,0.0,138288.0,230778.0,69297.0,0.0,0.0,0.0,86966.0,81935.0,83852.0,104072.0,39193.0,0.0,67197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174350.0,43865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174350.0,0.0,0.0,0.0,0.0,0.0,111444.0,131230.0,71560.0,39684.0,0.0,0.0,0.0,337688.0,0.0,0.0,0.0,0.0,0.0,76959.0,0.0,0.0,0.0,0.0,55151.0,75200.0,94168.0,82512.0,97247.0,0.0,0.0,37523.0,67123.0,0.0,47698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60189.0,24494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134088.0,168258.0,115982.0,53943.0,23216.0
1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51310.0,0.0,40120.0,42592.0,36755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117693.0,117693.0,98677.0,0.0,0.0,63024.0,0.0,42594.0,54174.0,73949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37240.0,0.0,38890.0,0.0,0.0,43886.0,0.0,47246.0,47246.0,0.0,47513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53786.0,38821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74061.0,58726.0,0.0,60795.0,0.0,0.0,0.0,0.0,0.0,74061.0,47135.0,0.0,0.0,0.0,0.0,28104.0,0.0,36633.0,0.0,47135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45497.0,45154.0,0.0,61874.0,53522.0,48697.0,51100.0,48178.0,43561.0,45497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35135.0,35135.0,52315.0,53086.0,0.0,45191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61235.0,0.0,0.0,45394.0,0.0
"10E,12Z-octadecadienoic acid",928562.0,373393.0,499904.0,360295.0,260025.0,176975.0,1199117.0,1199117.0,315616.0,1028005.0,558085.0,501303.0,221419.0,193514.0,209240.0,280438.0,102247.0,102247.0,77941.0,48597.0,0.0,0.0,55960.0,139876.0,68985.0,200438.0,1040211.0,1040211.0,404802.0,284001.0,139132.0,200981.0,325885.0,357723.0,352232.0,208954.0,939884.0,939884.0,580808.0,152569.0,178289.0,244036.0,0.0,123724.0,119133.0,141474.0,1924205.0,557761.0,801487.0,2418813.0,2024798.0,2227575.0,2051266.0,2107004.0,1949277.0,1177596.0,1177596.0,1072775.0,461875.0,105825.0,184977.0,260599.0,162087.0,32090.0,758311.0,758311.0,1562747.0,1079117.0,1092956.0,760141.0,1033280.0,1133058.0,1152323.0,602017.0,46882.0,46882.0,906092.0,980478.0,3100300.0,1187637.0,2381787.0,2034171.0,2141473.0,46882.0,0.0,69708.0,0.0,169348.0,160011.0,388625.0,460519.0,190453.0,151131.0,0.0,699097.0,434585.0,73204.0,154871.0,0.0,276677.0,135710.0,173348.0,223486.0,699097.0,317940.0,1371578.0,483988.0,0.0,73242.0,501467.0,300313.0,117523.0,51658.0,317940.0,2107055.0,2107055.0,315558.0,0.0,72067.0,97368.0,0.0,87753.0,143960.0,290436.0,1909355.0,4260159.0,3316224.0,3746115.0,3394378.0,3781814.0,2754725.0,2967738.0,290436.0,93744.0,1477365.0,1544388.0,1215600.0,1343334.0,1382006.0,1381530.0,1768385.0,2002068.0,93744.0,0.0,38594.0,150076.0,292121.0,103046.0,134923.0,180751.0,141893.0,140536.0,0.0,750391.0,750391.0,187022.0,170717.0,52961.0,147061.0,54194.0,140416.0,134995.0,182281.0,273438.0,273438.0,652686.0,259192.0,1068045.0,1440565.0,1022712.0,3215243.0,537242.0
16.beta.-Hydroxyfurazabol,55552.0,64313.0,99873.0,70567.0,77534.0,0.0,117163.0,117163.0,0.0,113244.0,87948.0,157984.0,112028.0,84714.0,82351.0,93671.0,136056.0,136056.0,83552.0,99779.0,75223.0,60130.0,53913.0,48008.0,0.0,46510.0,220518.0,220518.0,46057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539740.0,539740.0,332116.0,145372.0,124535.0,133553.0,0.0,98234.0,149644.0,132404.0,563708.0,128138.0,44481.0,45296.0,30540.0,33988.0,47799.0,45959.0,49679.0,545440.0,545440.0,840204.0,356361.0,85944.0,82006.0,45750.0,0.0,0.0,73166.0,73166.0,145750.0,214275.0,309785.0,179864.0,318248.0,318234.0,270505.0,194255.0,0.0,0.0,48083.0,159002.0,242891.0,229776.0,108207.0,96364.0,109128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64690.0,0.0,0.0,0.0,221906.0,179186.0,161552.0,113947.0,40656.0,93879.0,127032.0,148749.0,75868.0,221906.0,213644.0,642794.0,267478.0,55798.0,50416.0,83584.0,118967.0,61315.0,105394.0,213644.0,97867.0,97867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227731.0,458416.0,523953.0,620001.0,762193.0,925632.0,784911.0,909271.0,0.0,91054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91054.0,0.0,0.0,58002.0,65688.0,0.0,0.0,0.0,82254.0,0.0,0.0,162519.0,162519.0,91417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87060.0,0.0,241912.0,237372.0,204763.0,237959.0,0.0
18:1(2S-OH) Ceramide,0.0,0.0,86856.0,0.0,0.0,0.0,0.0,0.0,0.0,144725.0,0.0,271646.0,0.0,317149.0,309012.0,121586.0,0.0,0.0,0.0,86256.0,0.0,114452.0,0.0,0.0,414817.0,282482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135904.0,0.0,43942.0,43942.0,0.0,0.0,0.0,84345.0,103235.0,0.0,0.0,0.0,26328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32019.0,32019.0,572034.0,541713.0,0.0,132451.0,28830.0,0.0,139629.0,50783.0,50783.0,54032.0,0.0,0.0,0.0,55716.0,39808.0,108814.0,50946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57663.0,97175.0,135921.0,68040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538540.0,411621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36588.0,105259.0,0.0,0.0,150105.0,0.0,0.0,0.0,18040.0,0.0,29972.0,19432.0,0.0,90040.0,0.0,0.0,0.0,47227.0,125473.0,0.0,0.0,0.0,74964.0,164395.0,51325.0,0.0,0.0,0.0,116072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89729.0,89729.0,0.0,0.0,0.0,92199.0,207280.0,0.0,0.0,90445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52967.0,44537.0
19-Hydroxycholesterol,160590.0,386757.0,491586.0,493160.0,353725.0,240936.0,517979.0,517979.0,243771.0,977540.0,496286.0,537177.0,395252.0,433036.0,482155.0,414947.0,0.0,0.0,41204.0,147289.0,68296.0,258635.0,191899.0,231881.0,206141.0,257291.0,433158.0,433158.0,495318.0,374971.0,203288.0,233640.0,437617.0,421494.0,458454.0,244409.0,375910.0,375910.0,299488.0,295056.0,366652.0,463970.0,156841.0,314904.0,416022.0,367598.0,799355.0,569747.0,592796.0,256182.0,440903.0,643905.0,430033.0,481847.0,586678.0,946949.0,946949.0,1650435.0,693876.0,266245.0,422893.0,640550.0,79402.0,206687.0,278082.0,278082.0,825970.0,712558.0,797142.0,471224.0,732072.0,768135.0,816763.0,526670.0,139942.0,139942.0,737539.0,730369.0,777507.0,820910.0,465141.0,377265.0,462964.0,139942.0,0.0,264446.0,191701.0,356984.0,427672.0,559377.0,853890.0,402764.0,230946.0,0.0,470115.0,322382.0,222067.0,195720.0,43510.0,188541.0,162657.0,329623.0,195277.0,470115.0,79644.0,803691.0,475118.0,145179.0,160959.0,631481.0,601773.0,543860.0,425089.0,79644.0,810976.0,810976.0,1127055.0,595120.0,427608.0,446971.0,311568.0,729724.0,574036.0,0.0,471238.0,1202981.0,702171.0,688553.0,708927.0,790662.0,650201.0,740908.0,0.0,1653380.0,1259114.0,869335.0,252819.0,564473.0,241045.0,343913.0,427384.0,371318.0,1653380.0,212214.0,307748.0,522675.0,632147.0,218549.0,330182.0,395250.0,536477.0,384325.0,212214.0,185067.0,185067.0,390632.0,550270.0,207157.0,342493.0,158116.0,297173.0,375564.0,332941.0,56423.0,56423.0,210698.0,89402.0,1254260.0,975871.0,648492.0,620633.0,391263.0
19-Norepiandrosterone,806259.0,315651.0,277346.0,144493.0,49768.0,0.0,812400.0,812400.0,2135792.0,3329797.0,1864656.0,1717448.0,840053.0,771495.0,691886.0,792128.0,326700.0,326700.0,197883.0,1225698.0,1033655.0,1250961.0,1638243.0,1402139.0,672656.0,276613.0,181211.0,181211.0,370257.0,1155103.0,917095.0,1106060.0,1495333.0,944360.0,641250.0,383654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3329126.0,0.0,694775.0,331181.0,533238.0,685541.0,396285.0,381918.0,286671.0,155946.0,155946.0,171992.0,185417.0,369523.0,469190.0,171895.0,162335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194354.0,85531.0,0.0,0.0,0.0,162826.0,162826.0,249278.0,210003.0,91787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50388.0,50388.0,0.0,61060.0,0.0,0.0,0.0,0.0,0.0,0.0,77029.0,77029.0,147685.0,0.0,83141.0,27454.0,0.0,0.0,0.0
"1H-Inden-2-amine, 2,3-dihydro-5-methoxy-6-methyl-",0.0,0.0,0.0,0.0,27630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52682.0,0.0,0.0,43121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62090.0,62712.0,81889.0,63321.0,59249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24876.0,0.0
"1H-Indole-3-carboxylic acid, 1-(cyclohexylmethyl)-",113474.0,65761.0,59600.0,60795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39116.0,39116.0,0.0,0.0,0.0,0.0,30126.0,0.0,0.0,0.0,275735.0,275735.0,116637.0,90129.0,111072.0,144891.0,203663.0,122116.0,173834.0,77778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226371.0,108977.0,118011.0,49833.0,82494.0,97922.0,72070.0,87940.0,83721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205374.0,205374.0,326126.0,102714.0,138947.0,65318.0,43258.0,71964.0,50274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111659.0,111659.0,107552.0,69396.0,105959.0,40469.0,75341.0,126091.0,81786.0
"2,3-Methylenedioxymethcathinone",0.0,0.0,0.0,0.0,0.0,0.0,65806.0,65806.0,0.0,62044.0,50114.0,62388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120614.0,120614.0,187526.0,139648.0,107985.0,94393.0,0.0,0.0,0.0,120614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90060.0,90060.0,135859.0,65137.0,94541.0,45971.0,0.0,47934.0,51842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,6-Di-tert-butyl-4-hydroxymethylphenol",112367.0,0.0,0.0,37505.0,0.0,0.0,497045.0,497045.0,0.0,31848.0,0.0,0.0,0.0,0.0,0.0,0.0,274787.0,274787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494246.0,1494246.0,532106.0,75744.0,0.0,0.0,0.0,0.0,0.0,0.0,48047.0,48047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686817.0,686817.0,668238.0,509565.0,0.0,118826.0,73911.0,0.0,0.0,0.0,0.0,37531.0,84975.0,45688.0,0.0,51515.0,52981.0,44667.0,0.0,0.0,0.0,320024.0,187954.0,275323.0,235971.0,128201.0,93082.0,113218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457215.0,783870.0,256553.0,0.0,0.0,0.0,0.0,0.0,0.0,457215.0,306590.0,306590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536168.0,353113.0,439482.0,435057.0,624231.0,400188.0,474513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90273.0,0.0,0.0,0.0
2-(4-Acetylpyridin-2-yl)benzonitrile,0.0,0.0,0.0,0.0,0.0,0.0,49736.0,49736.0,0.0,59969.0,21022.0,0.0,0.0,0.0,0.0,0.0,111100.0,111100.0,0.0,46222.0,49309.0,50522.0,68497.0,49892.0,42364.0,23800.0,0.0,0.0,75896.0,71432.0,57340.0,71674.0,62876.0,52275.0,43442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239303.0,90796.0,93118.0,43273.0,51810.0,68869.0,0.0,0.0,0.0,0.0,0.0,0.0,72045.0,0.0,0.0,78148.0,92085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35200.0,0.0,27730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46479.0,46479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-(9H-Xanthen-9-yl)-malonic acid,197432.0,28507.0,41228.0,74519.0,77928.0,25272.0,250348.0,250348.0,105174.0,262746.0,114566.0,141022.0,0.0,66961.0,80867.0,80203.0,90852.0,90852.0,0.0,0.0,0.0,72764.0,112654.0,133012.0,102740.0,154602.0,108065.0,108065.0,0.0,0.0,0.0,0.0,55395.0,40994.0,63249.0,37313.0,70557.0,70557.0,81658.0,0.0,91064.0,53959.0,80710.0,99219.0,47032.0,129802.0,324955.0,93365.0,79596.0,0.0,79214.0,101949.0,43716.0,92767.0,118916.0,121650.0,121650.0,129486.0,280171.0,108829.0,397987.0,530449.0,347834.0,89206.0,87606.0,87606.0,109475.0,85646.0,90407.0,69137.0,149601.0,167973.0,137558.0,40488.0,40061.0,40061.0,66964.0,70827.0,55265.0,88228.0,64052.0,41922.0,47093.0,40061.0,61093.0,0.0,0.0,37511.0,84148.0,110995.0,244439.0,101856.0,0.0,61093.0,43540.0,33021.0,0.0,39016.0,0.0,0.0,57555.0,83028.0,0.0,43540.0,72719.0,188495.0,35818.0,0.0,0.0,195552.0,153932.0,158724.0,165413.0,72719.0,114423.0,114423.0,413784.0,89956.0,186226.0,86364.0,36298.0,101121.0,97264.0,49091.0,51816.0,90841.0,58457.0,59312.0,36099.0,48739.0,76026.0,76291.0,49091.0,128451.0,149483.0,118302.0,0.0,116316.0,0.0,0.0,39212.0,53460.0,128451.0,87025.0,141186.0,37491.0,212783.0,117836.0,89795.0,117414.0,123675.0,108042.0,87025.0,57530.0,57530.0,33133.0,81332.0,0.0,68416.0,0.0,26084.0,92601.0,77033.0,79469.0,79469.0,53510.0,0.0,76392.0,69653.0,55276.0,84942.0,53700.0
2-Heptyl-4-hydroxyquinoline N-oxide,6198120.0,3946759.0,3483087.0,3155210.0,1469790.0,667218.0,6485531.0,6485531.0,100077.0,138457.0,59212.0,3733330.0,1554370.0,1512640.0,1674930.0,1540520.0,3171595.0,3171595.0,1363925.0,137138.0,1454130.0,2091648.0,3194528.0,3318954.0,2653796.0,2593632.0,4824212.0,4824212.0,293353.0,7237702.0,5371974.0,6713340.0,7418783.0,7674788.0,6690920.0,3719738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10105318.0,111571.0,5792198.0,50076.0,5355976.0,6799158.0,4259929.0,4473814.0,4394565.0,459623.0,459623.0,58763.0,0.0,0.0,1304223.0,2421972.0,1475110.0,367139.0,45135.0,45135.0,48425.0,0.0,38540.0,0.0,514844.0,603083.0,594797.0,39009.0,0.0,0.0,0.0,0.0,0.0,37590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170029.0,77192.0,136624.0,87165.0,0.0,68799.0,221324.0,146305.0,121171.0,88032.0,77192.0,229048.0,229048.0,200071.0,0.0,34599.0,1883950.0,835018.0,1542490.0,736638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80641.0,80641.0,52519.0,63631.0,0.0,0.0,0.0,44602.0,0.0,0.0,1345336.0,1345336.0,1656245.0,853066.0,293170.0,40670.0,41880.0,0.0,0.0
2-Hydroxy-6-methylquinoline-3-carbaldehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34520.0,34520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71115.0,0.0,32603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31754.0,0.0,56100.0,71129.0,55481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30452.0,0.0,29433.0,41554.0,57253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357417.0,506414.0,414060.0,239864.0,482988.0,267251.0,306547.0,379841.0,377755.0,357417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513897.0,513897.0,359860.0,204400.0,491513.0,481684.0,346402.0,445892.0,334798.0
2-Hydroxy-7-methylquinoline-3-carbaldehyde,31360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40824.0,0.0,50052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66122.0,0.0,0.0,0.0,47836.0,74650.0,0.0,0.0,59468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67168.0,67168.0,96653.0,104685.0,94016.0,108613.0,82087.0,58229.0,62244.0,67168.0,0.0,0.0,0.0,0.0,0.0,0.0,63715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57211.0,57211.0,53829.0,0.0,32460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53214.0,57832.0,0.0,82095.0,0.0,45661.0,54126.0,42713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101621.0,101621.0,79850.0,0.0,84004.0,106442.0,66939.0,76630.0,55345.0
